0,138.0
1,837.0
2,359.0
3,79.62068965517241
4,748.0
5,16.0
6,167.57142857142858
7,36.0
8,93.0
9,5.0
10,64.0
11,7.0
12,540.0
13,190.0
14,338.0
15,40.8
16,71.94444444444444
17,300.0
18,2.5
19,8.0
20,542.0
21,9.0
22,5.0
23,2.0
24,45.0
25,59.4
26,711.5
27,292.0
28,422.3333333333333
29,2.0
30,353.3333333333333
31,132.06896551724137
32,1.0
33,244.0
34,335.0
35,216.5
36,272.5416666666667
37,4.857142857142857
38,675.5
39,70.0
40,64.0
41,0.0
42,57.0
43,70.0
44,400.0
45,200.0833333333333
46,15.2
47,4.0
48,53.0
49,23.4
50,99.66666666666669
51,112.5
52,320.3333333333333
53,800.0
54,30.3
55,20.0
56,564.0
57,300.0
58,33.0
59,23.0
60,330.0
61,120.0
62,321.0
63,6.0
64,410.6666666666667
65,100.0
66,580.0
67,793.0
68,1002.9375
69,303.0
70,59.0
71,205.16666666666663
72,36.125
73,265.0
74,28.8
75,250.0
76,378.0
77,100.84615384615384
78,656.2
79,961.6
80,155.0
81,9.0
82,225.0
83,376.0
84,358.0
85,328.0
86,350.0
87,12.0
88,140.0
89,728.0
90,6.0
91,28.0
92,591.5
93,24.0
94,137.66666666666666
95,4.0
96,50.0
97,487.0434782608696
98,26.0
99,400.0
100,78.0
101,985.0
102,423.0
103,6.0
104,15.0
105,180.0
106,14.0
107,54.0
108,29.0
109,2.0
110,25.0
111,442.0
112,276.0
113,8.0
114,738.0
115,340.0
116,165.4
117,106.66666666666669
118,257.0
119,7.0
120,843.0
121,260.0
122,345.0
123,25.0
124,568.0
125,2.0
126,2.0
127,250.0
128,647.0
129,520.0
130,261.45454545454544
131,468.5
132,29.714285714285715
133,86.33333333333333
134,3.0
135,225.0
136,137.5
137,511.0
138,195.0
139,5.0
140,44.0
141,17.0
142,66.75
143,463.0
144,433.0
145,46.0
146,342.0625
147,233.41666666666663
148,7.0
149,643.0
150,809.0
151,1.0
152,3.0
153,434.0
154,923.0
155,30.5
156,21.764705882352946
157,156.20408163265307
158,420.0
159,203.0
160,117.33333333333331
161,221.88888888888889
162,47.333333333333336
163,1.0
164,175.0
165,794.25
166,25.0
167,456.5
168,206.0
169,789.6666666666666
170,72.0
171,622.7272727272727
172,254.0
173,40.0
174,64.0
175,519.0
176,31.0
177,29.8
178,570.0
179,438.3626373626374
180,3.0
181,52.0
182,209.0
183,300.0
184,122.0
185,111.0
186,20.5
187,36.583333333333336
188,698.304347826087
189,747.0
190,713.0
191,46.0
192,386.5
193,120.0
194,534.6666666666666
195,554.3333333333334
196,21.33333333333333
197,593.0
198,206.0
199,5.0
200,586.0
201,300.0
202,403.0
203,8.0
204,7.333333333333333
205,70.0
206,801.3333333333334
207,15.0
208,455.0
209,300.0
210,409.2
211,352.0
212,1.0
213,200.0
214,423.0
215,890.0
216,170.0
217,90.0
218,1.0
219,370.0
220,1.0
221,0.0
222,801.0769230769231
223,12.333333333333334
224,415.0
225,272.05263157894734
226,9.75
227,683.0
228,17.333333333333332
229,171.0
230,312.4634146341463
231,3.0
232,7.5
233,64.0
234,395.0
235,128.0
236,9.0
237,10.0
238,60.0
239,977.0
240,158.33333333333334
241,304.0
242,30.0
243,647.0
244,302.5
245,4.0
246,863.0
247,341.0769230769231
248,543.6666666666666
249,135.0
250,194.0
251,350.0
252,3.0
253,383.0
254,4.0
255,0.0
256,146.5
257,180.0
258,326.25
259,276.0
260,337.6
261,25.0
262,285.0
263,95.0
264,11.0
265,688.0
266,600.0
267,7.5
268,3.0
269,366.6666666666667
270,4.0
271,30.0
272,155.0
273,510.0
274,363.0
275,15.666666666666666
276,127.2
277,183.4102564102564
278,11.0
279,504.0
280,16.0
281,81.33333333333333
282,26.0
283,376.8235294117647
284,371.5
285,246.0
286,390.0
287,64.0
288,1.2
289,277.0
290,421.0
291,4.0
292,54.0
293,160.0
294,13.0
295,501.0
296,603.0
297,311.85714285714283
298,10.0
299,544.3529411764706
300,425.25
301,2.0
302,36.0
303,470.0
304,294.5
305,70.0
306,7.0
307,0.0
308,5.0
309,12.0
310,159.0
311,73.0
312,138.33333333333334
313,205.0
314,134.0
315,326.5
316,218.0
317,29.0
318,278.0
319,564.0
320,57.0
321,176.0
322,11.714285714285714
323,67.0
324,537.75
325,10.0
326,120.0
327,200.0
328,275.0
329,80.0
330,560.0
331,124.16666666666669
332,300.0
333,36.5
334,534.0
335,303.0
336,4.0
337,548.0
338,215.0
339,8.6
340,630.0
341,382.6666666666667
342,7.0
343,320.0
344,1.0
345,50.5
346,320.5882352941176
347,199.91304347826087
348,350.0
349,400.0
350,326.0
351,34.666666666666664
352,585.7272727272727
353,328.0
354,489.4285714285714
355,94.55555555555556
356,129.0
357,5.0
358,22.0
359,45.25
360,27.0
361,1.0
362,210.3333333333333
363,620.8333333333334
364,807.9625
365,0.5
366,657.6666666666666
367,3.0
368,241.7142857142857
369,799.0
370,140.0
371,750.0
372,54.0
373,103.33333333333331
374,456.0
375,77.5
376,108.66666666666669
377,799.25
378,733.0
379,275.0
380,17.0
381,74.5
382,257.0
383,896.25
384,115.0
385,2.0
386,492.0
387,44.333333333333336
388,250.125
389,160.0
390,371.2
391,658.1428571428571
392,180.0
393,10.0
394,57.0
395,60.0
396,365.0
397,1.0
398,6.0
399,100.0
400,24.0
401,3.0
402,1102.5
403,830.0
404,381.75
405,410.0
406,39.0
407,132.0
408,13.0
409,40.5
410,310.0
411,298.0
412,1.0
413,18.0
414,169.0
415,538.9090909090909
416,465.0
417,547.75
418,145.0
419,9.0
420,237.3333333333333
421,283.75
422,128.0
423,339.5
424,330.0
425,365.0
426,1.0
427,675.8888888888889
428,648.3333333333334
429,5.0
430,2.0
431,504.7272727272728
432,7.0
433,134.0
434,2.0
435,204.875
436,6.285714285714286
437,700.0
438,77.71428571428571
439,40.833333333333336
440,36.0
441,348.0
442,35.333333333333336
443,19.0
444,386.0
445,180.0
446,350.5
447,57.5
448,280.0
449,8.0
450,100.0
451,2.0
452,730.2242990654206
453,715.0
454,290.0
455,58.0
456,76.5
457,274.0
458,648.0
459,162.4
460,993.1428571428572
461,630.0
462,3.0
463,486.75
464,238.0
465,773.0
466,517.5
467,633.0
468,450.6666666666667
469,450.0
470,605.0
471,396.0
472,493.0
473,55.0
474,165.0
475,47.8
476,39.0
477,36.8
478,66.0
479,15.0
480,90.0
481,36.07692307692308
482,167.8
483,560.0
484,40.0
485,329.0
486,122.0
487,276.0
488,650.0
489,328.57142857142856
490,36.0
